=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.10.27 11:14:44 =~=~=~=~=~=~=~=~=~=~=~=
GyroXMax: 2.55, GyroXMin: -1.25, GyroYMax: 2.26, GyroYMin: -0.92, GyroZMax: 2.68, GyroZMin: -0.59
GyroX: 0.01, GyroY: 0.01, GyroZ: 0.00, AccelX: 0.08, AccelY: 0.08, AccelZ: 0.13
GyroXMax: -0.07, GyroXMin: -0.07, GyroYMax: -0.00, GyroYMin: -0.01, GyroZMax: 0.03, GyroZMin: 0.02
GyroX: 0.01, GyroY: 0.01, GyroZ: 0.00, AccelX: 0.08, AccelY: 0.08, AccelZ: 0.13
GyroXMax: -0.07, GyroXMin: -0.07, GyroYMax: -0.00, GyroYMin: -0.01, GyroZMax: 0.03, GyroZMin: 0.02
GyroX: 0.01, GyroY: 0.01, GyroZ: 0.00, AccelX: 0.08, AccelY: 0.08, AccelZ: 0.13
GyroXMax: -0.07, GyroXMin: -0.07, GyroYMax: -0.00, GyroYMin: -0.01, GyroZMax: 0.03, GyroZMin: 0.02
GyroX: 0.01, GyroY: 0.01, GyroZ: 0.00, AccelX: 0.08, AccelY: 0.08, AccelZ: 0.13
GyroXMax: -0.07, GyroXMin: -0.07, GyroYMax: -0.00, GyroYMin: -0.01, GyroZMax: 0.03, GyroZMin: 0.02
GyroX: 0.01, GyroY: 0.01, GyroZ: 0.00, AccelX: 0.08, AccelY: 0.08, AccelZ: 0.13
GyroXMax: -0.07, GyroXMin: -0.07, GyroYMax: -0.00, GyroYMin: -0.01, GyroZMax: 0.03, GyroZMin: 0.02
GyroX: 0.01, GyroY: 0.01, GyroZ: 0.00, AccelX: 0.08, AccelY: 0.08, AccelZ: 0.13
GyroXMax: -0.07, GyroXMin: -0.07, GyroYMax: -0.00, GyroYMin: -0.01, GyroZMax: 0.03, GyroZMin: 0.02
GyroX: 0.01, GyroY: 0.01, GyroZ: 0.00, AccelX: 0.08, AccelY: 0.08, AccelZ: 0.13
GyroXMax: -0.07, GyroXMin: -0.07, GyroYMax: -0.00, GyroYMin: -0.01, GyroZMax: 0.03, GyroZMin: 0.02
GyroX: 0.01, GyroY: 0.01, GyroZ: 0.00, AccelX: 0.08, AccelY: 0.08, AccelZ: 0.13
GyroXMax: -0.07, GyroXMin: -0.07, GyroYMax: -0.00, GyroYMin: -0.01, GyroZMax: 0.03, GyroZMin: 0.02
GyroX: 0.01, GyroY: 0.01, GyroZ: 0.00, AccelX: 0.08, AccelY: 0.08, AccelZ: 0.15
GyroXMax: -0.07, GyroXMin: -0.07, GyroYMax: -0.00, GyroYMin: -0.01, GyroZMax: 0.03, GyroZMin: 0.02
GyroX: 0.01, GyroY: 0.00, GyroZ: 0.00, AccelX: 0.08, AccelY: 0.08, AccelZ: 0.15
GyroXMax: -0.07, GyroXMin: -0.07, GyroYMax: -0.00, GyroYMin: -0.01, GyroZMax: 0.03, GyroZMin: 0.02
GyroX: 0.01, GyroY: 0.00, GyroZ: 0.00, AccelX: 0.08, AccelY: 0.08, AccelZ: 0.15
GyroXMax: 0.73, GyroXMin: -0.07, GyroYMax: -0.00, GyroYMin: -0.09, GyroZMax: 0.04, GyroZMin: 0.02
GyroX: 0.80, GyroY: 0.09, GyroZ: 0.02, AccelX: 0.20, AccelY: 0.49, AccelZ: 0.33
GyroXMax: 1.11, GyroXMin: -0.07, GyroYMax: -0.00, GyroYMin: -0.09, GyroZMax: 0.09, GyroZMin: 0.02
GyroX: 1.19, GyroY: 0.09, GyroZ: 0.06, AccelX: 0.20, AccelY: 0.49, AccelZ: 0.33
GyroXMax: 3.26, GyroXMin: -0.07, GyroYMax: -0.00, GyroYMin: -0.09, GyroZMax: 0.23, GyroZMin: 0.02
GyroX: 3.34, GyroY: 0.09, GyroZ: 0.21, AccelX: 0.49, AccelY: 1.31, AccelZ: 0.46
GyroXMax: 3.26, GyroXMin: -0.07, GyroYMax: 0.02, GyroYMin: -0.09, GyroZMax: 0.25, GyroZMin: 0.02
GyroX: 3.34, GyroY: 0.11, GyroZ: 0.23, AccelX: 0.74, AccelY: 4.05, AccelZ: 1.15
GyroXMax: 3.26, GyroXMin: -0.07, GyroYMax: 0.02, GyroYMin: -0.09, GyroZMax: 0.35, GyroZMin: 0.02
GyroX: 3.34, GyroY: 0.11, GyroZ: 0.33, AccelX: 0.74, AccelY: 4.05, AccelZ: 1.51
GyroXMax: 3.26, GyroXMin: -0.07, GyroYMax: 0.06, GyroYMin: -0.09, GyroZMax: 0.49, GyroZMin: 0.02
GyroX: 3.34, GyroY: 0.15, GyroZ: 0.46, AccelX: 0.74, AccelY: 4.31, AccelZ: 1.51
GyroXMax: 4.36, GyroXMin: -0.07, GyroYMax: 0.26, GyroYMin: -0.09, GyroZMax: 0.92, GyroZMin: 0.02
GyroX: 4.43, GyroY: 0.35, GyroZ: 0.90, AccelX: 0.74, AccelY: 4.31, AccelZ: 1.51
GyroXMax: 5.84, GyroXMin: -0.07, GyroYMax: 1.15, GyroYMin: -0.09, GyroZMax: 1.44, GyroZMin: 0.02
GyroX: 5.92, GyroY: 1.24, GyroZ: 1.42, AccelX: 1.21, AccelY: 9.40, AccelZ: 3.36
GyroXMax: 5.84, GyroXMin: -0.07, GyroYMax: 2.03, GyroYMin: -0.09, GyroZMax: 1.44, GyroZMin: 0.02
GyroX: 5.92, GyroY: 2.12, GyroZ: 1.42, AccelX: 2.84, AccelY: 9.85, AccelZ: 3.36
GyroXMax: 5.84, GyroXMin: -0.07, GyroYMax: 2.03, GyroYMin: -0.09, GyroZMax: 1.44, GyroZMin: 0.02
GyroX: 5.92, GyroY: 2.12, GyroZ: 1.42, AccelX: 3.44, AccelY: 9.85, AccelZ: 11.46
GyroXMax: 5.84, GyroXMin: -0.07, GyroYMax: 2.03, GyroYMin: -1.28, GyroZMax: 1.44, GyroZMin: 0.02
GyroX: 5.92, GyroY: 3.31, GyroZ: 1.42, AccelX: 3.44, AccelY: 9.85, AccelZ: 11.85
GyroXMax: 7.94, GyroXMin: -0.07, GyroYMax: 2.03, GyroYMin: -2.03, GyroZMax: 1.44, GyroZMin: 0.02
GyroX: 8.01, GyroY: 4.06, GyroZ: 1.42, AccelX: 3.44, AccelY: 15.91, AccelZ: 11.85
GyroXMax: 7.94, GyroXMin: -0.07, GyroYMax: 2.03, GyroYMin: -2.03, GyroZMax: 2.01, GyroZMin: 0.02
GyroX: 8.01, GyroY: 4.06, GyroZ: 1.98, AccelX: 3.44, AccelY: 17.45, AccelZ: 17.82
GyroXMax: 7.94, GyroXMin: -0.07, GyroYMax: 2.03, GyroYMin: -2.03, GyroZMax: 2.71, GyroZMin: 0.02
GyroX: 8.01, GyroY: 4.06, GyroZ: 2.69, AccelX: 3.44, AccelY: 17.45, AccelZ: 17.82
GyroXMax: 8.20, GyroXMin: -0.07, GyroYMax: 2.03, GyroYMin: -2.03, GyroZMax: 3.00, GyroZMin: 0.03
GyroX: 8.27, GyroY: 4.06, GyroZ: 2.98, AccelX: 3.44, AccelY: 17.45, AccelZ: 17.82
GyroXMax: 8.73, GyroXMin: -0.07, GyroYMax: 2.03, GyroYMin: -2.03, GyroZMax: 3.13, GyroZMin: 0.03
GyroX: 8.80, GyroY: 4.06, GyroZ: 3.11, AccelX: 3.44, AccelY: 17.45, AccelZ: 20.64
GyroXMax: 8.73, GyroXMin: -0.07, GyroYMax: 2.03, GyroYMin: -2.03, GyroZMax: 3.13, GyroZMin: 0.03
GyroX: 8.80, GyroY: 4.06, GyroZ: 3.11, AccelX: 4.10, AccelY: 17.45, AccelZ: 26.08
GyroXMax: 8.73, GyroXMin: -0.07, GyroYMax: 2.14, GyroYMin: -2.03, GyroZMax: 3.13, GyroZMin: -0.16
GyroX: 8.80, GyroY: 4.17, GyroZ: 3.29, AccelX: 5.51, AccelY: 17.45, AccelZ: 26.08
GyroXMax: 8.73, GyroXMin: -0.07, GyroYMax: 2.14, GyroYMin: -2.03, GyroZMax: 3.13, GyroZMin: -1.53
GyroX: 8.80, GyroY: 4.17, GyroZ: 4.66, AccelX: 5.51, AccelY: 17.45, AccelZ: 26.08
GyroXMax: 8.73, GyroXMin: -0.07, GyroYMax: 2.14, GyroYMin: -2.03, GyroZMax: 3.13, GyroZMin: -1.75
GyroX: 8.80, GyroY: 4.17, GyroZ: 4.89, AccelX: 5.83, AccelY: 17.45, AccelZ: 26.08
GyroXMax: 8.73, GyroXMin: -0.07, GyroYMax: 2.14, GyroYMin: -2.03, GyroZMax: 3.13, GyroZMin: -2.05
GyroX: 8.80, GyroY: 4.17, GyroZ: 5.19, AccelX: 6.16, AccelY: 17.45, AccelZ: 29.00
GyroXMax: 8.73, GyroXMin: -0.07, GyroYMax: 2.14, GyroYMin: -2.03, GyroZMax: 3.13, GyroZMin: -2.05
GyroX: 8.80, GyroY: 4.17, GyroZ: 5.19, AccelX: 6.27, AccelY: 17.45, AccelZ: 29.00
GyroXMax: 8.73, GyroXMin: -0.07, GyroYMax: 2.14, GyroYMin: -2.03, GyroZMax: 3.13, GyroZMin: -2.05
GyroX: 8.80, GyroY: 4.17, GyroZ: 5.19, AccelX: 6.27, AccelY: 17.45, AccelZ: 29.00
GyroXMax: 8.73, GyroXMin: -0.07, GyroYMax: 2.14, GyroYMin: -2.03, GyroZMax: 3.13, GyroZMin: -2.29
GyroX: 8.80, GyroY: 4.17, GyroZ: 5.42, AccelX: 6.27, AccelY: 17.45, AccelZ: 29.00
GyroXMax: 8.73, GyroXMin: -0.07, GyroYMax: 2.14, GyroYMin: -2.03, GyroZMax: 3.13, GyroZMin: -2.29
GyroX: 8.80, GyroY: 4.17, GyroZ: 5.42, AccelX: 6.27, AccelY: 17.45, AccelZ: 29.00
GyroXMax: 8.73, GyroXMin: -0.07, GyroYMax: 2.14, GyroYMin: -2.03, GyroZMax: 3.13, GyroZMin: -2.29
GyroX: 8.80, GyroY: 4.17, GyroZ: 5.42, AccelX: 6.27, AccelY: 17.45, AccelZ: 29.00
GyroXMax: 8.73, GyroXMin: -0.07, GyroYMax: 2.14, GyroYMin: -2.03, GyroZMax: 3.13, GyroZMin: -2.29
GyroX: 8.80, GyroY: 4.17, GyroZ: 5.42, AccelX: 6.27, AccelY: 17.45, AccelZ: 32.18
GyroXMax: 8.73, GyroXMin: -0.07, GyroYMax: 2.14, GyroYMin: -2.03, GyroZMax: 3.13, GyroZMin: -2.29
GyroX: 8.80, GyroY: 4.17, GyroZ: 5.42, AccelX: 6.27, AccelY: 17.45, AccelZ: 34.15
GyroXMax: 8.73, GyroXMin: -0.07, GyroYMax: 2.14, GyroYMin: -2.03, GyroZMax: 3.13, GyroZMin: -2.29
GyroX: 8.80, GyroY: 4.17, GyroZ: 5.42, AccelX: 6.27, AccelY: 17.45, AccelZ: 34.15
GyroXMax: 8.73, GyroXMin: -0.04, GyroYMax: 2.14, GyroYMin: -2.03, GyroZMax: 3.13, GyroZMin: -2.29
GyroX: 8.77, GyroY: 4.17, GyroZ: 5.42, AccelX: 6.27, AccelY: 17.45, AccelZ: 34.15
GyroXMax: 8.73, GyroXMin: -0.04, GyroYMax: 2.14, GyroYMin: -2.03, GyroZMax: 3.13, GyroZMin: -2.29
GyroX: 8.77, GyroY: 4.17, GyroZ: 5.42, AccelX: 6.27, AccelY: 17.08, AccelZ: 34.15
GyroXMax: 8.73, GyroXMin: -0.04, GyroYMax: 2.14, GyroYMin: -2.03, GyroZMax: 3.13, GyroZMin: -2.29
GyroX: 8.77, GyroY: 4.17, GyroZ: 5.42, AccelX: 6.27, AccelY: 16.52, AccelZ: 34.15
GyroXMax: 8.73, GyroXMin: -0.04, GyroYMax: 2.14, GyroYMin: -2.03, GyroZMax: 3.13, GyroZMin: -2.29
GyroX: 8.77, GyroY: 4.17, GyroZ: 5.42, AccelX: 6.27, AccelY: 16.52, AccelZ: 34.15
GyroXMax: 8.73, GyroXMin: -0.04, GyroYMax: 2.14, GyroYMin: -2.03, GyroZMax: 3.13, GyroZMin: -2.29
GyroX: 8.77, GyroY: 4.17, GyroZ: 5.42, AccelX: 6.27, AccelY: 17.13, AccelZ: 34.15
GyroXMax: 8.73, GyroXMin: -0.42, GyroYMax: 2.14, GyroYMin: -3.16, GyroZMax: 3.13, GyroZMin: -2.29
GyroX: 9.15, GyroY: 5.30, GyroZ: 5.42, AccelX: 6.27, AccelY: 18.56, AccelZ: 34.15
GyroXMax: 8.73, GyroXMin: -1.55, GyroYMax: 2.14, GyroYMin: -3.16, GyroZMax: 3.13, GyroZMin: -2.29
GyroX: 10.28, GyroY: 5.30, GyroZ: 5.42, AccelX: 6.27, AccelY: 18.56, AccelZ: 34.29
GyroXMax: 8.73, GyroXMin: -1.55, GyroYMax: 2.14, GyroYMin: -3.16, GyroZMax: 3.13, GyroZMin: -2.29
GyroX: 10.28, GyroY: 5.30, GyroZ: 5.42, AccelX: 6.27, AccelY: 18.56, AccelZ: 35.88
GyroXMax: 8.73, GyroXMin: -1.55, GyroYMax: 2.14, GyroYMin: -3.16, GyroZMax: 3.13, GyroZMin: -2.29
GyroX: 10.28, GyroY: 5.30, GyroZ: 5.42, AccelX: 6.27, AccelY: 18.56, AccelZ: 35.88
GyroXMax: 8.73, GyroXMin: -1.55, GyroYMax: 2.14, GyroYMin: -3.16, GyroZMax: 3.13, GyroZMin: -2.29
GyroX: 10.28, GyroY: 5.30, GyroZ: 5.42, AccelX: 6.98, AccelY: 18.56, AccelZ: 35.88
GyroXMax: 8.73, GyroXMin: -1.55, GyroYMax: 2.14, GyroYMin: -3.16, GyroZMax: 3.13, GyroZMin: -2.29
GyroX: 10.28, GyroY: 5.30, GyroZ: 5.42, AccelX: 6.98, AccelY: 18.56, AccelZ: 40.41
GyroXMax: 8.73, GyroXMin: -1.59, GyroYMax: 2.14, GyroYMin: -3.16, GyroZMax: 3.13, GyroZMin: -2.29
GyroX: 10.33, GyroY: 5.30, GyroZ: 5.42, AccelX: 6.98, AccelY: 37.70, AccelZ: 48.18
GyroXMax: 8.73, GyroXMin: -1.59, GyroYMax: 8.53, GyroYMin: -3.16, GyroZMax: 5.03, GyroZMin: -2.29
GyroX: 10.33, GyroY: 11.69, GyroZ: 7.32, AccelX: 19.01, AccelY: 37.70, AccelZ: 42.83
GyroXMax: 8.73, GyroXMin: -1.59, GyroYMax: 8.73, GyroYMin: -3.16, GyroZMax: 5.03, GyroZMin: -2.29
GyroX: 10.33, GyroY: 11.89, GyroZ: 7.32, AccelX: 32.78, AccelY: 37.94, AccelZ: 46.19
GyroXMax: 8.73, GyroXMin: -1.59, GyroYMax: 8.73, GyroYMin: -3.16, GyroZMax: 5.03, GyroZMin: -2.29
GyroX: 10.33, GyroY: 11.89, GyroZ: 7.32, AccelX: 32.78, AccelY: 45.91, AccelZ: 72.07
